"CHARACTER","EN_DIALOGUE","ROUTE","ACT","GAME"
"Sakuya","""You said to not be behind the humans, but you
 also want to do something old fashioned.""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Quickly, then, make the preparations.
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""..... It's not that simple.
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Ah, you're serious about this.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""If we need materials, we should be able to do it quickly, no?
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Let's learn how to say 'maid' properly.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Well, what do we need?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""To start with......
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Such a different world...""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""To put it simply, something that releases energy
 in a straight line.""
","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""That does ring a bell.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""So it's that for real?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""I've heard Marisa mention something like that before.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""Of course... we also need liquid fuel.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Blood?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Yes, blood.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""Blood.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""Using blood...""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""Uh, how many things do you think would be necessary for this?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Patchy","""For this, given the book, something like a thousand.""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Remilia","""Sakuya, can you take care of that one, please?""","Remilia_and_Sakuya","Endings","Imperishable_Night"
"Sakuya","""...And that's all.""","Sakuya","Endings","Double_Dealing_Character"
"Remilia","""My, Sakuya, you've gotten so bold... I'm glad.""","Sakuya","Endings","Double_Dealing_Character"
"Marisa","""H-Huh. So that's what happened.""","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","""Oh? Did something come to mind?""","Sakuya","Endings","Double_Dealing_Character"
"Reimu","""N-Nothing at all!""","Sakuya","Endings","Double_Dealing_Character"
"Marisa","""N-Nothin' at all!""","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","""You should perhaps be cautious not to get caught up in matters.
","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","Since the foe did wield the Miracle Mallet.""
","Sakuya","Endings","Double_Dealing_Character"
"Reimu","""Miracle Mallet...""","Sakuya","Endings","Double_Dealing_Character"
"Marisa","""Did you say Miracle Mallet?""","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","""I only caught a glimpse, but I could tell
it was an ominous magic item.""
","Sakuya","Endings","Double_Dealing_Character"
"Marisa","""The Miracle Mallet is one of the tools of the oni.
","Sakuya","Endings","Double_Dealing_Character"
"Marisa","Who knows what'd happen if you used it.""
","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","""All the more reason to exercise caution.""","Sakuya","Endings","Double_Dealing_Character"
"Reimu","""Hold on, why are you telling that to us?""","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","""Because...
","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","I don't want you going to the side of the resistance.
","Sakuya","Endings","Double_Dealing_Character"
"Sakuya","Nor being affected by the tool's magic power.""
","Sakuya","Endings","Double_Dealing_Character"
"Reimu","""T-That would never happen.""","Sakuya","Endings","Double_Dealing_Character"
"Okina","
Exactly.
In other words, you never stood a chance.
But even knowing all that,
you still came for a rematch?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
What, you think that's gonna stop me
from reclaiming my victory?
This time I'm taking your trap and turning it around.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Oh...?
And what could you mean by that?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
Take a look at my back!
There's your answer!

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Oho... I see that the door on your back right now...
corresponds to doyou, the border between seasons
where the world loses its vitality entirely.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
How's THAT?
With this, even if you tried to kick me out,
there's nowhere for me to go!

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Heh heh heh.
I don't think it'll work out very well in the end,
but it's not a bad plan.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
This time, I can get a fair fight outta ya with no worries at all!

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
How interesting!
I'd already rejected you,
but you've made me reconsider.
I must admit I'm quite taken by your wisdom and boldness.
You can consider your rejection nullified.
Now let us begin the final test, once again!
This time I won't be using the energy of the seasons!
Behold the the true secret arts of a hidden god!

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
C'mon! I've won by now, haven't I?!

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Splendid!
You've passed the test!

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
Whew, that was tough.
But I made it through, somehow.
Now I can get a good night's sleep with no worries at all...

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
So with that, you have the job!
I'll allow you to work for me.
So which one would you prefer to be?
Teireida in charge of life energy, or Nishida in charge of mental energy?
Right now, you can have your pick of either.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
I'm not gonna work for you.
Didn't I say that already?
But, uh, if I DID,
what would happen to those two?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
If you take over, I intend to release them
and make them human again.
Although if you don't take the job,
they'll remain as they are forever.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
So they're both puppets being moved by your magic, huh...?
Well, I still don't wanna take their place.
Nooo siree.
All that aside, do you think you could
stop the 'four seasons' incident now?
If the forest stays winter any longer,
I don't even wanna think about my heating bill.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
The four seasons incident is a side effect of the back doors.
But I suppose this can be the last time
I use the doors all over Gensokyo.
I'm sure my message has already been received.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
Huh? Message to who?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Everyone living in Gensokyo, especially the other sages.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
So, basically, you were showing off how strong you are?
Yeesh, talk about self-centered.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
You do realize that gods are required to do that, don't you?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
Ah, right.
We do have more than a few folks like that.
Well, whatever. The incident is gonna settle down now, right?
There wasn't any major damage,
so I'll let you off with that.
In exchange, just tell everyone that I'm the one who resolved it, okay?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Wuh-oh. Showing off how strong you are, eh?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Marisa","
That's right.
Got a problem with that?

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Okina","
Nope, none.
None at all, but...
It's just, ehh... never mind.
In any case, I'll be be patiently awaiting your change of heart.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Satono","
I heard you annoyed our Master.

","Marisa","Extra","Hidden_Star_in_Four_Seasons"
"Junko","
The moon's people were quite cunning,
sending this human to fight me.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Hmm, interesting.
If you're saying that much, they must be the real thing.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Well, I dunno what's happenin',
but I'm definitely real!
If you keep the moon people trapped in the
dream world, it'll be real bad for Gensokyo!
That's definitely your doing!
So I'm gonna take you down!

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Yes, I'm the one keeping the moon's people
tied down in the dream world.
They're totally defenseless while
they're in here. It was easy.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Okay, my mind's made up!
Usually, I'd rather not fight
the likes of a human, but...
""You fought back against my friend.""
For that reason alone, I'll drop you into hell.
For that reason, and no more!
Now, suffer even in death!

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Hey, you both attacked! That's playin' dirty!

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Hahaha, I was just playing around a bit.
I lost the battle.
You're as amazing a human
as Junko said.
Honestly, attacking Gensokyo?
When there's such amazing humans there?
I'm finding it kinda hard to forgive the moon's people.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Well, I hafta agree...
But for now, I'd like ya to let them go.
If you don't, it'll be dangerous fer' Gensokyo.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Hey, Junko?
Is this okay?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Junko","
...it's fine.
Even if they return to the capital...
Thanks to my encounter with this human,
I've lost my will to fight.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Sure thing, sure thing.
Releasing the moon's people now.
They ought to pull out
of Gensokyo now, too.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Doremy","
So you've come here again, hm...
I told you, didn't I?
Dreams invade your mind more than reality.
Your lunatic dream isn't over yet!

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Junko","
It took longer than I anticipated
for them arrive at this answer.
Since they came up with the scheme to use a human,
I thought they'd realize it right away...

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Huh, so it was you after all.
Those moon people still haven't
pulled out of Gensokyo.
What are you up to this time?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Junko","
The people of the moon escaped into the dream world.
I foresaw that they would do so, as they were
unable to stay in the Lunar Capital.
Of course, I took the initiative.
I sent an assassin
into the dream world first.
Now, show yourself!
Hecatia, goddess of hell!

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Aw, geeze.
You totally kept me waiting, y'know.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Wait, what?
You're not alone?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
So we're finally gonna get revenge on Chang'e, huh?
My fingers are so itching?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Junko","
Ah, no. Your enemy is the human
before you, not the moon's people.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Human?
For real? Like, they're physically here?
Hmm...
Let's have a look-see.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
W-what's with you?
Quit starin' at me.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Well, all right.
So this human's been giving you a hard time, Junko?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Junko","
It wasn't merely a 'hard time'.
It's thanks to this human that we
were defeated, albeit only halfway.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Whaaaat?
She's that strong...?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
That aside, what are you guys anyway?
If you're enemies of the moon's people,
we might have a common interest, here...

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Kanako","
Oh, do you mean to go further ahead?
You may not ? there rests my ever-sleeping friend.

","Marisa","Extra","Mountain_of_Faith"
"Junko","
Our enemy is Chang'e,
the leader of the moon rabbits.
She is the wife of the man
who stole my son's life away.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
And the wife of the guy who killed one of my stars.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Huh. So it's dictionary-definition revenge, then?
(Don't quite get that 'killed a star' thing,)
(but maybe I shouldn't pry.)
But, eh,
sorry 'bout all this.
Now you gotta give up on your revenge for our sake, an' all.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Junko","
It's all right.
We have endless opportunities.
Yes, this revenge drama will
repeat itself for all eternity.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
A'ight then.
You get the moon involved, an' just about everything takes forever.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Hey, is it okay if I come over to
your place to play next time?
With even a human this powerful,
I'd practically never get bored.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
Uh, aren't you a hell goddess?
Really don't like idea of you raisin' hell over there.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Hecatia","
Nah, it's fine. As long as I'm on
Earth, I'm an Earth goddess.

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
That so...?

","Marisa","Extra","Legacy_of_Lunatic_Kingdom"
"Marisa","
If you're giving up the shrine so freely,
you must have gotten something really nice in return.

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
Geh.

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
She took over it?

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
Well, faith in me has risen since then, so
I guess I'm grateful for that, but...

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
The world of the gods sure seems tough.
Welp, now that I know more about the secrets of the shrine,
I guess I'll just be...

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
What are you saying?
I can't just let a visitor leave just like that
after coming all the way to the inner sanctum, can I?

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
Oh, do you have a present for me?

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
Since you made it into the shrine, you'll have to do
like you did with Sanae and Kanako...
You'll have to have a danmaku festival with me!

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
Ahahahaha. Simply admirable for a human to defeat a god who's built up a country by herself.

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
I'm your senior when it comes to danmaku, so there's no way I could lose.

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
For a human to be on the same level as a god in danmaku play...
Gensokyo sure has some pretty sharp people.

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
That's basically because everyone's really smart.
Well, almost everyone.

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
Alright, It's settled! I'll take up residence in Gensokyo, too.

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
Isn't that why you came here in the first place, or were you still thinking about going back?

","Marisa","Extra","Mountain_of_Faith"
"Suwako","
Oh, Kanako moved the shrine here on her own, that's all.

","Marisa","Extra","Mountain_of_Faith"
"Marisa","
Oh, really?

","Marisa","Extra","Mountain_of_Faith"
